"GUEST_ID";"COUNTRY_GUEST";"GENDER_ID";"AGE_RANGE";"LAST_2_YEARS_STAYS";"CONFIRMED_RESERVATIONS";"NUM_DISTINCT_HOTELS";"CONFIRMED_RESERVATIONS_ADR";"AVG_LENGTH_STAY";"AVG_BOOKING_LEADTIME";"AVG_SCORE";"RESERVATION_ID";"CHECKIN_DATE";"CHECKOUT_DATE";"HOTEL_ID";"GUEST_NAME";"EMAIL";"PHONE";"NATIONALITY"
"1015426341";"PT";"Masculino";"46-65";"1";"1";"1";"145.00";"3.00";"69.00";"8.0";"240";"2024-11-30";"2024-12-03";"041";"Carlos Fernandes";"carlos.fernandes@gmail.com";"+351 92 542 6341";"Portuguesa"
"1015224019";"PT";"Masculino";"46-65";"1";"1";"1";"289.72";"2.00";"37.00";"9.0";"241";"2024-11-01";"2024-11-03";"315";"Ricardo Almeida";"ricardo.almeida@gmail.com";"+351 96 522 4019";"Portuguesa"
"1015223976";"PT";"Femenino";"26-35";"1";"1";"1";"289.72";"2.00";"37.00";"9.0";"242";"2024-11-01";"2024-11-03";"315";"Cláudia Pinto";"claudia.pinto@gmail.com";"+351 91 522 3976";"Portuguesa"
"1004674619";"ES";"Femenino";"19-25";"3";"5";"2";"273.37";"1.00";"7.20";"7.0";"243";"2025-03-08";"2025-03-09";"281";"Lucía Pérez";"lucia.perez@gmail.com";"+34 704 674 619";"Española"
"1014270020";"IT";"Masculino";">65";"2";"2";"1";"276.63";"1.50";"6.50";"7.5";"244";"2024-07-19";"2024-07-21";"041";"Riccardo Conti";"riccardo.conti@gmail.com";"+39 320 427 0020";"Italiana"
"1015947162";"PT";"Masculino";"19-25";"1";"1";"1";"148.99";"2.00";"23.00";"9.0";"245";"2025-02-14";"2025-02-16";"315";"Ricardo Marques";"ricardo.marques@gmail.com";"+351 93 594 7162";"Portuguesa"
"1018885005";"IT";"Femenino";"46-65";"2";"2";"2";"300.59";"2.50";"11.00";"7.0";"246";"2025-12-28";"2025-12-30";"315";"Ilaria Bianchi";"ilaria.bianchi@gmail.com";"+39 320 888 5005";"Italiana"
"1015618139";"PT";"Femenino";">65";"1";"1";"1";"359.73";"4.00";"66.00";"9.0";"247";"2024-12-28";"2025-01-01";"041";"Teresa Pinto";"teresa.pinto@gmail.com";"+351 96 561 8139";"Portuguesa"
"1014270020";"IT";"Masculino";">65";"2";"2";"1";"276.63";"1.50";"6.50";"7.5";"248";"2024-07-21";"2024-07-22";"041";"Riccardo Conti";"riccardo.conti@gmail.com";"+39 320 427 0020";"Italiana"
"1018816567";"IT";"Masculino";"36-45";"1";"1";"1";"160.14";"3.00";"20.00";"9.0";"249";"2025-12-21";"2025-12-24";"243";"Marco Mancini";"marco.mancini@gmail.com";"+39 340 881 6567";"Italiana"
"1015003269";"ES";"Femenino";"46-65";"2";"2";"2";"220.87";"2.50";"6.50";"4.0";"250";"2025-07-10";"2025-07-13";"315";"Sofía Navarro";"sofia.navarro@gmail.com";"+34 705 003 269";"Española"
"1006174937";"ES";"Masculino";"36-45";"1";"2";"2";"135.75";"3.50";"8.00";"9.0";"251";"2020-08-17";"2020-08-19";"281";"Adrián García";"adrian.garcia@gmail.com";"+34 706 174 937";"Española"
"1018440736";"PT";"Femenino";">65";"1";"1";"1";"252.69";"5.00";"30.00";"10.0";"252";"2025-11-05";"2025-11-10";"011";"Teresa Oliveira";"teresa.oliveira@gmail.com";"+351 91 844 0736";"Portuguesa"
"1016721941";"IT";"Femenino";"36-45";"1";"1";"1";"327.78";"2.00";"38.00";"8.0";"253";"2025-05-16";"2025-05-18";"041";"Sara Ferrari";"sara.ferrari@gmail.com";"+39 331 672 1941";"Italiana"
"1019124975";"IT";"Masculino";"46-65";"1";"1";"1";"206.99";"8.00";"16.00";"8.0";"254";"2026-01-28";"2026-02-01";"011";"Davide Ferrari";"davide.ferrari@gmail.com";"+39 320 912 4975";"Italiana"
"1016515083";"IT";"Femenino";"46-65";"1";"1";"1";"225.53";"2.00";"35.00";"8.5";"255";"2025-04-24";"2025-04-26";"026";"Francesca Lombardi";"francesca.lombardi@gmail.com";"+39 347 651 5083";"Italiana"
"1015681908";"ES";"Femenino";"26-35";"1";"1";"1";"189.00";"1.00";"4.00";"10.0";"256";"2025-01-04";"2025-01-05";"011";"Carmen Torres";"carmen.torres@gmail.com";"+34 605 681 908";"Española"
"1011105329";"ES";"Masculino";"36-45";"1";"2";"2";"217.44";"4.00";"35.50";"8.5";"257";"2023-06-09";"2023-06-14";"041";"Miguel Pérez";"miguel.perez@gmail.com";"+34 701 105 329";"Española"
"1012907995";"ES";"Masculino";"46-65";"1";"2";"2";"192.53";"1.00";"124.00";"8.2";"258";"2025-09-29";"2025-09-30";"255";"Jorge Gómez";"jorge.gomez@gmail.com";"+34 702 907 995";"Española"
"1007371220";"ES";"Masculino";"46-65";"1";"2";"2";"148.37";"3.00";"73.50";"10.0";"259";"2021-10-30";"2021-11-01";"011";"Rafael Álvarez";"rafael.alvarez@gmail.com";"+34 607 371 220";"Española"
"1016908207";"ES";"Femenino";"36-45";"3";"3";"2";"398.38";"1.67";"7.33";"10.0";"260";"2025-06-21";"2025-06-22";"208";"Valentina Gil";"valentina.gil@gmail.com";"+34 706 908 207";"Española"
